id_complaint,description,status,complaint_sk,id_beneficiary,id_provider
1573,Tough local clear different rather TV imagine. News save might science beyond. Lose really late.,closed,1621,420,581
1574,Risk realize along industry trouble produce develop. Start notice least seek.,closed,1622,1721,450
1575,Scientist able country television cause. Become explain behind question have model none game.,closed,1623,4397,312
1576,Firm eat common dark example. Item partner read shake some read.,open,1624,2045,493
1577,Scene offer four list bad college. Activity road law course cultural rest.,open,1625,3609,150
1578,Without subject recently. Material thank include both former.,open,1626,3451,288
1579,That she even memory finally. Many range out hotel fine point.,closed,1627,3219,203
1580,Although fact drive field sound. Fine drive message. Know former however air.,closed,1628,1650,199
1581,Finally nation require factor social news. Population mother threat much.,closed,1629,91,545
1582,Ever measure design weight. Until painting other cover trip.,open,1630,4744,497
1583,Eight pay reveal. Executive present third test. Bar green tree include entire.,closed,1631,3053,406
1584,Health company camera perform power.,closed,1632,4177,302
1585,Government section remember budget office compare. Result entire manager we building hour.,closed,1633,964,427
1586,Service range decide near about chance. Challenge market end all common available politics news.,closed,1634,1618,374
1587,Far culture degree impact responsibility win. Sound blood dog improve within prepare television.,open,1635,4046,268
1588,Evening mission current center teach.,closed,1636,4111,555
1589,Appear all of send hand care. Line south paper class morning.,open,1637,1361,280
1590,Note unit why hotel black adult. Throughout discover establish move arrive future fight minute.,open,1638,1424,734
1591,Old goal collection how need news. If doctor eye phone line call future.,open,1639,4431,296
1592,Relate house song support other economy. Product happen soldier for hand.,open,1640,3442,307
1593,Society even month while again example. Financial natural learn against president feel Congress.,open,1641,4072,600
1594,Wide everybody challenge head production general reduce where. Issue career right.,closed,1642,3641,306
1595,Enjoy economy thank only human some. Save bed get boy generation. Particular year only perhaps.,closed,1643,1237,420
1596,First officer standard do compare wide. Less picture former. Station impact ahead its care thing.,closed,1644,1170,623
1597,Everything home recent despite poor huge.,open,1645,3495,645
1598,Agency country amount deep others new. So tough raise tend increase standard.,closed,1646,71,658
1599,Several night person high fine. Step expect activity with condition month at young.,open,1647,1366,435
1600,Customer pass among lead. Music like many without change region.,open,1648,2644,259
1601,Certain country keep relationship method instead wife. Federal ability rule fine their.,open,1649,379,537
1602,Movie sport little democratic reduce fast two. Crime board another less scientist life.,open,1650,257,345
1603,Industry several face. Stand will month common their.,open,1651,4600,325
1604,Cause anyone upon. Themselves appear early maintain. Dream ten year.,open,1652,2798,723
1605,Career close almost may. Mind stuff prove leader.,closed,1653,4898,431
1606,Wall young every church really east. Person little off challenge. Less my small central seven the.,open,1654,10,280
1607,Pull president grow drive air professional. Some child measure world visit free speak western.,closed,1655,3814,415
1608,Foot lay join position. Happy truth game pick authority Republican see PM.,closed,1656,744,341
1609,His range accept read worker. Plant support data appear return center catch. Doctor stage trade.,open,1657,877,21
1610,"Film adult purpose green deal with small.
Fine member part check.",open,1658,2833,734
1611,Laugh guess movement property defense deep. Live project computer rather direction scene defense.,open,1659,1582,453
1612,Attack subject safe speech opportunity. Board quickly suggest same threat.,closed,1660,2121,177
1613,Draw himself improve citizen you cold health. With feel million.,open,1661,1779,102
1615,"Second fight hair save indicate sometimes.
Analysis event then board wear. Easy forward morning.",closed,1663,3428,248
1617,Serve table event small myself bank. Quickly Republican growth college pass.,closed,1665,1369,301
1618,Knowledge receive always attention plan. Sign dream parent. Threat produce let cut.,open,1666,1468,701
1620,True sport bad. Follow finally realize condition happen. Majority impact people once make.,open,1668,4788,443
1621,Spring religious soldier rise. About mouth month bag.,closed,1669,2229,259
1622,Second perform attack teacher follow box young. Coach hit far around experience professor.,open,1670,3428,511
1614,Care find control rich individual president tax.,open,1662,4837,65
1616,Son oil reality thought compare best list. Scientist argue five almost sport.,closed,1664,4145,479
1619,Gas stay design street. Down least trial start.,closed,1667,2237,309
1623,Religious film boy officer. Everyone measure different great ball official late.,open,1671,2383,312
1624,"Themselves agent me field right.
Yard painting thank. Could throw style this walk account couple.",closed,1672,4622,225
1625,Agent matter model fall book set. Father expert choice gun finish because.,closed,1673,1394,84
1626,Say hot top certainly. Century glass brother couple so.,closed,1674,1378,233
1627,Agent outside child once education would learn.,open,1675,3442,369
1628,Six one change she about space. Body staff huge themselves Congress. Before take shake red TV.,open,1676,3617,543
1629,"Sister ball great cell without human. Section have what mouth.
Area black man begin suffer bad.",open,1677,4211,633
1630,Never represent option answer upon. Summer could interesting couple produce more.,closed,1678,4923,600
1631,Against network successful measure story early situation.,open,1679,1609,306
1632,West source choose minute team. Dog student door top police present.,closed,1680,4422,315
1633,How drive prevent discuss. Piece morning single even left might. Interest off popular part perform.,open,1681,3184,456
1634,Artist just Democrat sport expect other support learn. Able challenge local degree state.,open,1682,4051,543
1635,Account everybody professional risk. Bit coach different he. Past miss control something.,open,1683,1982,388
1636,Field box from picture hard change herself. Six that child feeling receive.,closed,1684,2808,99
1637,Page health goal free. Official of chance.,open,1685,4000,485
1638,Fine newspaper data wrong available old. Able least assume.,closed,1686,671,312
1639,Family meet information sure lose. Well specific head each.,closed,1687,445,116
1640,Free face crime response each. Step food for part.,closed,1688,4841,712
1641,Remain assume instead system must teach. Best thousand learn cost often such itself house.,closed,1689,53,351
1642,Car trial floor likely pay next. Side stuff answer pattern practice film stay.,open,1690,1550,255
1643,Officer my resource how technology sing. Win trouble recently environmental early happy.,open,1691,4040,753
